Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[ 27  17   8]
  [ 26  16   7]
  [ 28  18   9]
  ...
  [220 220 192]
  [220 220 192]
  [219 219 191]]

 [[ 27  17   8]
  [ 27  17   8]
  [ 29  19  10]
  ...
  [219 219 191]
  [219 218 190]
  [217 217 189]]

 [[ 27  17   8]
  [ 28  18   9]
  [ 31  21  12]
  ...
  [219 218 190]
  [218 214 187]
  [214 213 185]]

 ...

 [[ 57  35  22]
  [ 60  38  25]
  [ 65  42  28]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 55  33  20]
  [ 59  37  24]
  [ 64  42  29]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 52  30  17]
  [ 57  35  22]
  [ 63  41  28]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",28,Female,Female,29,happy,Male,happy,25
"[[[191 174 166]
  [204 187 179]
  [216 199 189]
  ...
  [ 51  49  36]
  [ 55  53  40]
  [ 62  60  47]]

 [[195 178 170]
  [206 189 179]
  [218 201 191]
  ...
  [ 50  48  35]
  [ 50  48  35]
  [ 51  49  36]]

 [[201 184 174]
  [211 194 184]
  [221 203 193]
  ...
  [ 58  56  43]
  [ 54  52  39]
  [ 48  46  33]]

 ...

 [[185 154 123]
  [186 155 124]
  [175 144 115]
  ...
  [138 118  83]
  [140 117  85]
  [137 117  82]]

 [[183 154 122]
  [184 155 123]
  [175 146 116]
  ...
  [140 118  81]
  [140 116  82]
  [138 116  79]]

 [[182 153 121]
  [184 155 123]
  [175 146 116]
  ...
  [140 116  80]
  [140 116  80]
  [138 114  78]]]",77,Male,Male,67,fear,Male,disgust,66
"[[[ 10  14  15]
  [ 11  15  16]
  [ 11  15  14]
  ...
  [193 194 189]
  [193 194 189]
  [194 195 190]]

 [[ 10  14  15]
  [ 11  15  16]
  [ 11  15  14]
  ...
  [193 194 189]
  [193 194 189]
  [194 195 190]]

 [[ 12  14  13]
  [ 13  15  14]
  [ 12  16  15]
  ...
  [193 194 189]
  [193 194 189]
  [194 195 190]]

 ...

 [[ 47  37  35]
  [ 48  38  36]
  [ 49  39  37]
  ...
  [186 186 178]
  [186 186 178]
  [186 186 178]]

 [[ 45  35  33]
  [ 46  36  34]
  [ 48  38  36]
  ...
  [186 186 178]
  [186 186 178]
  [186 186 178]]

 [[ 44  34  32]
  [ 45  35  33]
  [ 47  37  35]
  ...
  [186 186 178]
  [186 186 178]
  [186 186 178]]]",28,Male,Male,26,sad,Male,surprise,27
"[[[212 209 192]
  [214 211 194]
  [216 214 199]
  ...
  [130 124  50]
  [132 126  52]
  [133 127  53]]

 [[212 209 192]
  [214 211 194]
  [216 214 199]
  ...
  [131 125  51]
  [133 127  53]
  [134 128  54]]

 [[213 210 193]
  [215 212 195]
  [217 215 200]
  ...
  [132 124  51]
  [135 127  54]
  [136 128  55]]

 ...

 [[216 178 131]
  [213 177 127]
  [210 173 121]
  ...
  [194 136  52]
  [198 140  56]
  [201 143  59]]

 [[212 172 123]
  [209 171 122]
  [208 168 116]
  ...
  [203 147  60]
  [207 151  64]
  [209 153  66]]

 [[209 169 120]
  [208 168 117]
  [206 166 114]
  ...
  [209 153  66]
  [213 157  70]
  [215 159  72]]]",28,Female,Female,24,sad,Male,happy,29
"[[[ 58  51  45]
  [ 46  39  33]
  [ 39  32  26]
  ...
  [195 201 201]
  [195 201 201]
  [195 201 201]]

 [[ 59  52  46]
  [ 52  45  39]
  [ 50  43  37]
  ...
  [195 201 201]
  [195 201 201]
  [195 201 201]]

 [[ 54  47  41]
  [ 50  43  37]
  [ 49  42  36]
  ...
  [195 201 201]
  [195 201 201]
  [195 201 201]]

 ...

 [[161 183 197]
  [159 181 195]
  [155 178 194]
  ...
  [201 205 208]
  [201 205 208]
  [201 205 208]]

 [[161 183 196]
  [161 183 197]
  [161 184 198]
  ...
  [201 205 208]
  [201 205 208]
  [201 205 208]]

 [[156 178 191]
  [160 182 195]
  [163 186 200]
  ...
  [201 205 208]
  [201 205 208]
  [201 205 208]]]",45,Male,Male,40,neutral,Male,surprise,30
"[[[ 49  44  50]
  [ 49  44  50]
  [ 48  46  51]
  ...
  [146 144 147]
  [146 144 147]
  [147 145 148]]

 [[ 49  44  50]
  [ 50  45  51]
  [ 48  46  51]
  ...
  [146 144 147]
  [146 144 147]
  [147 145 148]]

 [[ 50  45  51]
  [ 50  45  51]
  [ 48  46  51]
  ...
  [146 144 147]
  [146 144 147]
  [147 145 148]]

 ...

 [[188  86  71]
  [203 101  86]
  [207 104  87]
  ...
  [177  86  68]
  [181  90  72]
  [179  88  70]]

 [[194  92  77]
  [195  93  78]
  [195  92  75]
  ...
  [167  76  58]
  [178  87  69]
  [180  89  71]]

 [[197  95  80]
  [189  87  72]
  [187  84  67]
  ...
  [155  64  46]
  [171  80  62]
  [177  86  68]]]",53,Male,Male,35,neutral,Male,sad,31
"[[[ 77  89 115]
  [ 80  92 118]
  [ 85  95 120]
  ...
  [ 94  57  64]
  [102  65  72]
  [105  69  73]]

 [[ 74  88 114]
  [ 79  91 117]
  [ 83  95 119]
  ...
  [ 90  53  61]
  [ 97  60  67]
  [100  64  68]]

 [[ 72  88 114]
  [ 75  91 116]
  [ 80  95 118]
  ...
  [ 83  48  55]
  [ 90  53  60]
  [ 91  54  61]]

 ...

 [[237 202 148]
  [232 197 143]
  [227 190 137]
  ...
  [157  77  68]
  [156  76  69]
  [155  75  66]]

 [[232 197 143]
  [226 191 137]
  [222 185 132]
  ...
  [162  82  71]
  [158  78  69]
  [155  75  64]]

 [[226 191 137]
  [221 186 132]
  [216 179 126]
  ...
  [165  85  74]
  [160  80  69]
  [157  77  66]]]",24,Female,Female,28,neutral,Female,surprise,23
"[[[ 22  16  16]
  [ 23  17  17]
  [ 23  17  17]
  ...
  [  8   2   4]
  [  9   3   5]
  [ 10   4   6]]

 [[ 23  17  17]
  [ 23  17  17]
  [ 23  17  17]
  ...
  [  8   2   4]
  [  9   3   5]
  [ 10   4   6]]

 [[ 24  18  18]
  [ 23  17  17]
  [ 23  17  17]
  ...
  [ 10   1   4]
  [ 11   2   5]
  [ 12   3   6]]

 ...

 [[198 198 208]
  [196 196 206]
  [194 194 204]
  ...
  [221 209 195]
  [232 216 203]
  [245 229 216]]

 [[203 203 213]
  [199 199 209]
  [195 195 205]
  ...
  [205 193 177]
  [218 202 187]
  [234 218 203]]

 [[208 208 218]
  [202 202 212]
  [194 194 204]
  ...
  [193 181 165]
  [206 190 175]
  [225 209 194]]]",17,Female,Female,11,neutral,Female,happy,31
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [222 231 226]
  [222 231 226]
  [222 231 226]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [222 231 226]
  [222 231 226]
  [222 231 226]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [222 231 226]
  [222 231 226]
  [222 231 226]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [125 138 146]
  [126 139 147]
  [127 140 148]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [126 139 147]
  [126 139 147]
  [127 140 148]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [126 139 147]
  [127 140 148]
  [127 140 148]]]",31,Male,Male,29,sad,Male,neutral,26
"[[[154 124  88]
  [159 129  93]
  [170 136 101]
  ...
  [229 222 206]
  [228 220 207]
  [228 220 207]]

 [[156 126  90]
  [162 132  96]
  [171 138 103]
  ...
  [229 222 206]
  [228 220 207]
  [228 220 207]]

 [[159 129  93]
  [165 135  99]
  [175 142 107]
  ...
  [229 222 206]
  [228 220 207]
  [228 220 207]]

 ...

 [[230 209 208]
  [230 209 208]
  [229 208 207]
  ...
  [202 166 154]
  [204 166 155]
  [205 167 156]]

 [[230 209 208]
  [229 208 207]
  [228 207 206]
  ...
  [200 164 152]
  [203 165 154]
  [204 166 155]]

 [[229 208 207]
  [229 208 207]
  [228 207 206]
  ...
  [200 164 152]
  [203 165 154]
  [204 166 155]]]",2,Female,Female,0,neutral,Male,happy,23
"[[[163 129 104]
  [156 122  97]
  [154 120  95]
  ...
  [147 136 140]
  [147 136 140]
  [147 136 140]]

 [[164 130 105]
  [157 123  98]
  [155 121  96]
  ...
  [148 137 141]
  [147 136 140]
  [147 136 140]]

 [[165 131 106]
  [159 125 100]
  [157 123  98]
  ...
  [148 137 141]
  [148 137 141]
  [147 136 140]]

 ...

 [[ 12  12  12]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [184 173 177]
  [184 173 177]
  [184 173 177]]

 [[ 15  15  15]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [184 173 177]
  [184 173 177]
  [184 173 177]]

 [[ 16  16  16]
  [ 15  15  15]
  [ 15  15  15]
  ...
  [184 173 177]
  [184 173 177]
  [184 173 177]]]",51,Female,Male,39,happy,Female,neutral,33
"[[[70 48 35]
  [69 47 34]
  [68 44 32]
  ...
  [57 30 21]
  [55 28 19]
  [56 29 20]]

 [[68 46 33]
  [67 45 32]
  [65 41 29]
  ...
  [59 32 23]
  [58 31 22]
  [59 32 23]]

 [[65 43 30]
  [63 41 28]
  [61 37 25]
  ...
  [61 34 25]
  [62 35 26]
  [64 37 28]]

 ...

 [[46 46 48]
  [46 46 48]
  [46 46 48]
  ...
  [48 38 36]
  [50 40 39]
  [52 42 40]]

 [[46 46 48]
  [46 46 48]
  [46 46 48]
  ...
  [46 38 36]
  [48 39 40]
  [50 42 40]]

 [[46 46 48]
  [46 46 48]
  [46 46 48]
  ...
  [42 36 36]
  [46 37 38]
  [47 38 39]]]",54,Male,Male,52,sad,Male,happy,25
"[[[ 63  55  52]
  [ 51  43  40]
  [ 49  41  38]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 62  54  51]
  [ 51  43  40]
  [ 51  43  40]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 60  52  49]
  [ 53  45  42]
  [ 55  47  44]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[168 164 153]
  [168 164 153]
  [169 163 151]
  ...
  [149 144 138]
  [152 147 141]
  [154 149 143]]

 [[168 164 153]
  [168 164 153]
  [169 163 151]
  ...
  [144 139 133]
  [149 144 138]
  [152 147 141]]

 [[168 164 153]
  [168 164 153]
  [169 163 151]
  ...
  [142 137 131]
  [147 142 136]
  [150 145 139]]]",61,Male,Male,50,sad,Male,sad,23
"[[[255 244 229]
  [255 242 226]
  [253 240 224]
  ...
  [168 154 109]
  [166 149 105]
  [162 145  99]]

 [[255 239 224]
  [254 241 225]
  [254 242 226]
  ...
  [164 149 106]
  [163 146 102]
  [162 145  99]]

 [[248 234 221]
  [251 239 225]
  [255 243 229]
  ...
  [162 147 104]
  [163 146 102]
  [164 147 103]]

 ...

 [[255 253 250]
  [255 253 250]
  [255 254 252]
  ...
  [204 199 193]
  [201 196 192]
  [200 195 189]]

 [[255 253 250]
  [255 253 250]
  [255 254 252]
  ...
  [195 192 187]
  [197 193 190]
  [199 196 191]]

 [[255 253 250]
  [255 253 250]
  [255 254 252]
  ...
  [197 196 192]
  [195 194 190]
  [194 193 189]]]",66,Female,Male,70,happy,Female,happy,35
"[[[  6  18  16]
  [  4  16  14]
  [  2  14  12]
  ...
  [213 188 166]
  [213 188 166]
  [213 188 166]]

 [[  4  16  14]
  [  3  15  13]
  [  1  13  11]
  ...
  [213 188 166]
  [213 188 166]
  [213 188 166]]

 [[  3  13  12]
  [  2  12  11]
  [  0  10   9]
  ...
  [213 188 166]
  [213 188 166]
  [213 188 166]]

 ...

 [[ 75  31  18]
  [ 75  31  18]
  [ 75  31  18]
  ...
  [196 155 111]
  [196 155 111]
  [196 155 111]]

 [[ 75  31  18]
  [ 75  31  18]
  [ 75  31  18]
  ...
  [196 155 111]
  [196 155 111]
  [196 155 111]]

 [[ 75  31  18]
  [ 75  31  18]
  [ 75  31  18]
  ...
  [196 155 111]
  [196 155 111]
  [196 155 111]]]",26,Male,Male,31,sad,Male,neutral,31
"[[[203 195 172]
  [174 167 141]
  [143 131 107]
  ...
  [129  83  47]
  [138  90  52]
  [143  95  57]]

 [[199 191 168]
  [170 163 137]
  [140 128 104]
  ...
  [128  82  46]
  [138  90  52]
  [142  94  56]]

 [[195 187 164]
  [166 159 133]
  [135 123  99]
  ...
  [127  81  45]
  [136  88  50]
  [141  93  55]]

 ...

 [[185 141 102]
  [176 132  93]
  [163 119  80]
  ...
  [128  76  39]
  [128  76  39]
  [128  76  39]]

 [[182 138  99]
  [174 130  91]
  [161 117  78]
  ...
  [131  79  42]
  [131  79  42]
  [131  79  42]]

 [[181 137  98]
  [173 129  90]
  [160 116  77]
  ...
  [136  84  47]
  [135  83  46]
  [135  83  46]]]",33,Female,Female,40,sad,Female,happy,24
"[[[ 29  24  18]
  [ 29  24  18]
  [ 30  25  19]
  ...
  [ 47  40  21]
  [ 40  35  16]
  [ 35  30  11]]

 [[ 36  31  25]
  [ 35  30  24]
  [ 35  30  24]
  ...
  [ 47  40  21]
  [ 41  36  17]
  [ 38  33  14]]

 [[ 43  38  32]
  [ 42  37  31]
  [ 41  36  30]
  ...
  [ 46  39  20]
  [ 44  37  19]
  [ 42  35  17]]

 ...

 [[186 152 106]
  [186 152 106]
  [185 153 106]
  ...
  [ 44  28  13]
  [ 44  28  13]
  [ 43  27  12]]

 [[186 152 106]
  [186 152 106]
  [186 154 107]
  ...
  [ 43  27  14]
  [ 44  28  15]
  [ 44  28  15]]

 [[186 152 106]
  [186 152 106]
  [186 154 107]
  ...
  [ 43  27  14]
  [ 44  27  17]
  [ 44  27  17]]]",1,Male,Female,7,neutral,Female,neutral,28
"[[[ 70  69  65]
  [ 67  66  62]
  [ 66  65  61]
  ...
  [ 56  36  29]
  [ 64  44  37]
  [ 70  50  43]]

 [[ 67  66  62]
  [ 67  66  62]
  [ 66  65  61]
  ...
  [ 56  36  29]
  [ 60  40  33]
  [ 64  44  37]]

 [[ 64  63  59]
  [ 66  65  61]
  [ 68  67  63]
  ...
  [ 56  37  30]
  [ 55  36  29]
  [ 54  35  28]]

 ...

 [[170 160 125]
  [170 160 125]
  [170 160 125]
  ...
  [166 123  88]
  [168 125  90]
  [168 125  90]]

 [[176 166 131]
  [175 165 130]
  [174 164 128]
  ...
  [164 121  86]
  [166 123  88]
  [166 123  88]]

 [[182 172 137]
  [179 169 134]
  [176 166 130]
  ...
  [163 120  85]
  [164 121  86]
  [165 122  87]]]",26,Female,Female,19,neutral,Female,neutral,32
"[[[  0   2  12]
  [  0   2  14]
  [156 165 182]
  ...
  [215 202 186]
  [212 196 180]
  [197 181 165]]

 [[  0   2  12]
  [  0   2  14]
  [155 164 181]
  ...
  [180 167 151]
  [199 183 167]
  [207 191 175]]

 [[  0   3  12]
  [  0   1  12]
  [154 161 177]
  ...
  [152 139 123]
  [179 163 147]
  [197 181 165]]

 ...

 [[  0   1   0]
  [  0   2   0]
  [  3   2   0]
  ...
  [206 193 177]
  [215 202 186]
  [217 204 188]]

 [[  0   1   0]
  [  0   1   0]
  [  3   2   0]
  ...
  [184 171 155]
  [198 185 169]
  [205 192 176]]

 [[  0   1   0]
  [  0   1   0]
  [  1   0   0]
  ...
  [166 153 137]
  [182 169 153]
  [191 178 162]]]",63,Male,Male,63,sad,Male,angry,44
"[[[ 35  34  32]
  [ 36  35  33]
  [ 37  36  32]
  ...
  [ 41  35  13]
  [ 40  35  13]
  [ 40  35  13]]

 [[ 36  35  33]
  [ 37  36  34]
  [ 37  36  32]
  ...
  [ 40  34  12]
  [ 40  35  13]
  [ 40  35  13]]

 [[ 36  35  31]
  [ 37  36  32]
  [ 39  35  32]
  ...
  [ 39  34  14]
  [ 39  34  14]
  [ 39  34  14]]

 ...

 [[117  55  30]
  [116  56  28]
  [117  55  30]
  ...
  [150  82  47]
  [150  82  47]
  [151  83  48]]

 [[110  50  26]
  [108  51  24]
  [111  51  27]
  ...
  [149  81  46]
  [149  81  46]
  [150  82  47]]

 [[104  46  22]
  [104  46  22]
  [105  47  23]
  ...
  [148  80  45]
  [149  81  46]
  [149  81  46]]]",2,Female,Male,0,sad,Male,happy,26
"[[[53 37 37]
  [57 41 41]
  [64 48 49]
  ...
  [42 30 30]
  [46 34 36]
  [48 36 38]]

 [[56 40 40]
  [59 43 43]
  [64 48 49]
  ...
  [40 28 28]
  [44 32 34]
  [48 36 38]]

 [[56 40 40]
  [58 42 42]
  [60 44 45]
  ...
  [37 25 25]
  [41 29 31]
  [44 32 34]]

 ...

 [[30 26 27]
  [30 26 27]
  [31 26 30]
  ...
  [29 14 17]
  [29 14 17]
  [28 13 16]]

 [[31 29 30]
  [31 29 30]
  [32 27 31]
  ...
  [30 15 18]
  [29 14 17]
  [27 12 15]]

 [[31 31 31]
  [31 31 31]
  [33 28 32]
  ...
  [30 15 18]
  [28 13 16]
  [26 11 14]]]",16,Female,Female,19,neutral,Male,happy,24
"[[[ 64  89  31]
  [ 64  89  31]
  [ 65  89  31]
  ...
  [ 26  17  20]
  [ 22  13  14]
  [ 23  14  15]]

 [[ 61  86  28]
  [ 61  86  28]
  [ 63  87  29]
  ...
  [ 24  15  18]
  [ 20  11  12]
  [ 21  12  13]]

 [[ 60  84  26]
  [ 61  85  27]
  [ 61  85  27]
  ...
  [ 21  12  15]
  [ 18   9  10]
  [ 20  11  12]]

 ...

 [[ 19  31  11]
  [ 18  30  10]
  [ 17  29   9]
  ...
  [110  75  45]
  [103  69  44]
  [ 99  64  42]]

 [[ 17  29   9]
  [ 16  28   8]
  [ 15  27   7]
  ...
  [105  70  42]
  [101  66  44]
  [ 97  65  44]]

 [[ 15  27   7]
  [ 15  27   7]
  [ 14  26   6]
  ...
  [101  67  39]
  [ 99  64  42]
  [ 96  64  43]]]",31,Male,Male,37,neutral,Male,fear,40
"[[[179 125  91]
  [179 125  91]
  [179 126  92]
  ...
  [249 250 252]
  [248 249 251]
  [248 249 251]]

 [[180 126  92]
  [180 126  92]
  [180 127  93]
  ...
  [249 250 252]
  [248 249 251]
  [248 249 251]]

 [[181 127  93]
  [181 127  93]
  [182 129  95]
  ...
  [249 250 252]
  [248 249 251]
  [248 249 251]]

 ...

 [[ 35   4   1]
  [ 34   5   0]
  [ 33   6   0]
  ...
  [105  97  78]
  [105  97  78]
  [106  98  79]]

 [[ 34   4   2]
  [ 32   4   0]
  [ 32   4   0]
  ...
  [103  95  74]
  [103  95  74]
  [103  95  74]]

 [[ 32   4   1]
  [ 31   3   0]
  [ 29   4   0]
  ...
  [102  94  73]
  [101  93  72]
  [101  93  72]]]",39,Female,Female,37,sad,Male,neutral,24
"[[[252 249 230]
  [252 249 230]
  [252 249 230]
  ...
  [ 14  13  18]
  [ 14  13  18]
  [ 14  13  18]]

 [[252 249 230]
  [252 249 230]
  [252 249 230]
  ...
  [ 14  13  18]
  [ 14  13  18]
  [ 14  13  18]]

 [[252 249 230]
  [252 249 230]
  [252 249 230]
  ...
  [ 14  14  16]
  [ 14  14  16]
  [ 14  14  16]]

 ...

 [[245 238 210]
  [248 241 213]
  [252 246 220]
  ...
  [ 23  13  11]
  [ 23  13  11]
  [ 23  13  11]]

 [[244 237 208]
  [247 240 212]
  [251 245 219]
  ...
  [ 23  13  11]
  [ 22  12  10]
  [ 22  12  10]]

 [[243 236 207]
  [247 240 211]
  [250 244 218]
  ...
  [ 23  13  11]
  [ 22  12  10]
  [ 21  11   9]]]",28,Female,Female,21,neutral,Male,neutral,24
"[[[127  97  61]
  [140 110  74]
  [167 138 104]
  ...
  [ 17  16  14]
  [ 17  17  17]
  [ 14  14  16]]

 [[144 114  78]
  [163 133  97]
  [193 164 130]
  ...
  [ 15  14  12]
  [ 15  15  15]
  [ 14  14  16]]

 [[171 141 105]
  [190 160 124]
  [215 186 152]
  ...
  [ 12  11   9]
  [ 14  14  14]
  [ 15  15  15]]

 ...

 [[248 219 185]
  [247 219 182]
  [246 216 178]
  ...
  [  4   4   6]
  [  4   4   6]
  [  4   4   6]]

 [[246 216 180]
  [246 213 178]
  [245 211 174]
  ...
  [  4   4   6]
  [  4   4   6]
  [  4   4   6]]

 [[245 212 177]
  [244 212 174]
  [244 208 172]
  ...
  [  4   4   6]
  [  4   4   6]
  [  4   4   6]]]",34,Female,Female,54,sad,Female,happy,25
"[[[253 247 247]
  [246 240 240]
  [238 230 228]
  ...
  [244 250 246]
  [244 250 248]
  [244 250 248]]

 [[255 249 249]
  [243 237 237]
  [227 219 217]
  ...
  [245 251 247]
  [245 251 249]
  [245 251 249]]

 [[255 249 249]
  [234 228 228]
  [207 199 197]
  ...
  [246 251 247]
  [246 250 249]
  [246 250 249]]

 ...

 [[251 251 251]
  [251 251 251]
  [252 251 249]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[252 252 252]
  [252 252 252]
  [252 251 249]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[252 252 252]
  [252 252 252]
  [252 251 249]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]]",27,Male,Male,21,neutral,Male,happy,25
"[[[ 65  69  54]
  [ 59  63  48]
  [ 49  50  36]
  ...
  [166 136 112]
  [166 139 112]
  [167 140 113]]

 [[ 64  68  54]
  [ 59  63  49]
  [ 50  50  38]
  ...
  [163 133 109]
  [163 136 109]
  [164 137 110]]

 [[ 64  67  60]
  [ 60  63  56]
  [ 53  53  45]
  ...
  [159 129 105]
  [160 133 106]
  [162 135 108]]

 ...

 [[ 26  36  61]
  [ 26  36  61]
  [ 26  36  61]
  ...
  [138 114  88]
  [136 112  86]
  [135 111  85]]

 [[ 26  36  61]
  [ 26  36  61]
  [ 26  36  61]
  ...
  [138 114  90]
  [135 111  87]
  [133 109  85]]

 [[ 26  36  61]
  [ 26  36  61]
  [ 26  36  61]
  ...
  [138 114  90]
  [135 111  87]
  [133 109  85]]]",39,Female,Female,31,sad,Female,happy,37
"[[[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [154 154 152]
  [157 157 155]
  [159 159 157]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [162 162 160]
  [165 165 163]
  [166 166 164]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [162 162 160]
  [165 165 163]
  [167 167 165]]

 ...

 [[ 73  59  48]
  [ 74  60  49]
  [ 76  62  51]
  ...
  [159 159 161]
  [159 158 163]
  [159 158 163]]

 [[ 78  64  53]
  [ 79  65  54]
  [ 81  67  56]
  ...
  [158 159 161]
  [158 159 163]
  [158 159 163]]

 [[ 82  68  57]
  [ 83  69  58]
  [ 85  71  60]
  ...
  [158 159 161]
  [158 159 163]
  [158 159 163]]]",29,Female,Female,29,neutral,Male,angry,23
"[[[ 11  16  22]
  [ 16  21  27]
  [ 22  27  33]
  ...
  [121 111 110]
  [115 105 106]
  [116 106 107]]

 [[  9  14  20]
  [ 14  19  25]
  [ 22  27  33]
  ...
  [119 109 108]
  [114 104 105]
  [115 105 106]]

 [[  9  14  20]
  [ 13  18  24]
  [ 22  27  33]
  ...
  [117 107 106]
  [113 103 104]
  [114 104 105]]

 ...

 [[218 147 105]
  [221 150 108]
  [224 153 111]
  ...
  [242 184 146]
  [239 181 143]
  [238 180 142]]

 [[217 146 104]
  [220 149 107]
  [224 153 111]
  ...
  [242 184 146]
  [240 182 142]
  [239 181 141]]

 [[215 144 102]
  [219 148 106]
  [223 152 110]
  ...
  [243 185 147]
  [241 183 143]
  [240 182 142]]]",60,Female,Female,62,neutral,Female,neutral,34
"[[[ 47  45  46]
  [ 41  39  40]
  [ 32  32  34]
  ...
  [109 109 109]
  [152 152 152]
  [196 196 196]]

 [[ 45  43  44]
  [ 40  38  39]
  [ 31  31  33]
  ...
  [110 110 110]
  [151 151 151]
  [194 194 194]]

 [[ 43  41  42]
  [ 38  36  37]
  [ 29  29  31]
  ...
  [116 116 116]
  [154 154 154]
  [193 193 193]]

 ...

 [[ 45  46  48]
  [ 45  46  48]
  [ 44  45  47]
  ...
  [  0  16  13]
  [  2  18  15]
  [  3  19  16]]

 [[ 45  46  48]
  [ 45  46  48]
  [ 45  46  48]
  ...
  [  0  14  11]
  [  1  16  13]
  [  1  16  13]]

 [[ 45  46  48]
  [ 45  46  48]
  [ 45  46  48]
  ...
  [  0  13  10]
  [  0  13  10]
  [  0  14  11]]]",26,Male,Male,33,neutral,Male,happy,24
"[[[ 20  14  16]
  [ 20  14  16]
  [ 21  12  15]
  ...
  [ 54  34  27]
  [ 54  34  27]
  [ 55  35  28]]

 [[ 20  14  16]
  [ 19  13  15]
  [ 21  12  15]
  ...
  [ 52  32  25]
  [ 52  32  25]
  [ 53  33  26]]

 [[ 18  12  12]
  [ 18  12  12]
  [ 21  12  13]
  ...
  [ 48  28  21]
  [ 49  29  22]
  [ 49  29  22]]

 ...

 [[117  70  54]
  [117  70  54]
  [118  71  55]
  ...
  [ 72  89 143]
  [ 72  89 143]
  [ 72  89 143]]

 [[116  69  53]
  [117  70  54]
  [118  71  55]
  ...
  [ 71  88 142]
  [ 71  88 142]
  [ 71  88 142]]

 [[116  69  53]
  [117  70  54]
  [118  71  55]
  ...
  [ 71  88 142]
  [ 71  88 142]
  [ 71  88 142]]]",36,Female,Female,43,neutral,Male,happy,33
"[[[ 19  18  14]
  [ 21  20  16]
  [ 22  21  17]
  ...
  [ 80  59  42]
  [ 85  64  47]
  [ 89  68  51]]

 [[ 24  20  17]
  [ 23  22  18]
  [ 27  23  20]
  ...
  [ 79  58  41]
  [ 84  63  46]
  [ 88  67  50]]

 [[ 28  23  20]
  [ 28  24  21]
  [ 29  24  21]
  ...
  [ 79  58  41]
  [ 82  61  42]
  [ 86  65  46]]

 ...

 [[ 27  27  39]
  [ 26  26  38]
  [ 27  27  39]
  ...
  [142 147  91]
  [143 148  92]
  [141 146  90]]

 [[ 27  27  39]
  [ 26  26  38]
  [ 25  25  37]
  ...
  [146 151  93]
  [150 155  97]
  [150 155  97]]

 [[ 27  27  39]
  [ 25  25  37]
  [ 24  24  36]
  ...
  [147 152  94]
  [152 157  99]
  [153 158 100]]]",20,Male,Male,33,sad,Male,fear,32
"[[[196 154 114]
  [195 153 113]
  [194 152 112]
  ...
  [197 158 115]
  [199 160 117]
  [201 162 119]]

 [[195 153 113]
  [194 152 112]
  [193 151 111]
  ...
  [198 159 116]
  [200 161 118]
  [202 163 120]]

 [[194 152 112]
  [192 150 110]
  [192 150 110]
  ...
  [201 159 117]
  [203 161 119]
  [205 163 121]]

 ...

 [[148 114  79]
  [149 115  78]
  [153 119  82]
  ...
  [200 139  95]
  [197 136  92]
  [194 133  89]]

 [[145 111  76]
  [146 112  75]
  [149 115  78]
  ...
  [204 141  98]
  [201 138  95]
  [198 135  92]]

 [[142 108  73]
  [143 109  72]
  [146 112  75]
  ...
  [206 143 100]
  [202 139  96]
  [199 136  93]]]",24,Female,Female,28,sad,Female,happy,27
